Path,Current Value,Recommended Fix
/products/nkd-50mg-cbd-face-lotion-100ml,https://vapourism.myshopify.com/products/nkd-50mg-cbd-face-lotion-100ml,https://www.vapourism.co.uk/products/nkd-50mg-cbd-face-lotion-100ml
/products/5mg-aisu-by-zap-10ml-bar-salts-50vg-50pg,https://vapourism.myshopify.com/products/5mg-aisu-by-zap-10ml-bar-salts-50vg-50pg,https://www.vapourism.co.uk/products/5mg-aisu-by-zap-10ml-bar-salts-50vg-50pg
/products/el-fruto-100ml-shortfill-0mg-70vg-30pg,https://vapourism.myshopify.com/products/el-fruto-100ml-shortfill-0mg-70vg-30pg,https://www.vapourism.co.uk/products/el-fruto-100ml-shortfill-0mg-70vg-30pg
/products/cannacarts-420-pos-display-unit-set-25-cbd-vapes,https://vapourism.myshopify.com/products/cannacarts-420-pos-display-unit-set-25-cbd-vapes,https://www.vapourism.co.uk/products/cannacarts-420-pos-display-unit-set-25-cbd-vapes
/products/20mg-got-salts-10ml-nic-salts-50vg-50pg,https://vapourism.myshopify.com/products/20mg-got-salts-10ml-nic-salts-50vg-50pg,https://www.vapourism.co.uk/products/20mg-got-salts-10ml-nic-salts-50vg-50pg
/products/20mg-quadro-2-4k-pod-vape-kit-4-in-1-2400-puffs,https://vapourism.myshopify.com/products/20mg-quadro-2-4k-pod-vape-kit-4-in-1-2400-puffs,https://www.vapourism.co.uk/products/20mg-quadro-2-4k-pod-vape-kit-4-in-1-2400-puffs
/products/momo-creative-creations-50ml-shortfill-0mg-70vg-30pg,https://vapourism.myshopify.com/products/momo-creative-creations-50ml-shortfill-0mg-70vg-30pg,https://www.vapourism.co.uk/products/momo-creative-creations-50ml-shortfill-0mg-70vg-30pg
/products/orange-county-cbd-1500mg-flavoured-tincture-oil-30ml,https://vapourism.myshopify.com/products/orange-county-cbd-1500mg-flavoured-tincture-oil-30ml,https://www.vapourism.co.uk/products/orange-county-cbd-1500mg-flavoured-tincture-oil-30ml
/products/realest-cbd-1600mg-broad-spectrum-cbd-10ml-mct-oil-buy-1-get-1-free,https://vapourism.myshopify.com/products/realest-cbd-1600mg-broad-spectrum-cbd-10ml-mct-oil-buy-1-get-1-free,https://www.vapourism.co.uk/products/realest-cbd-1600mg-broad-spectrum-cbd-10ml-mct-oil-buy-1-get-1-free
/products/purity-1500mg-full-spectrum-high-potency-cbd-hemp-oil-30ml,https://vapourism.myshopify.com/products/purity-1500mg-full-spectrum-high-potency-cbd-hemp-oil-30ml,https://www.vapourism.co.uk/products/purity-1500mg-full-spectrum-high-potency-cbd-hemp-oil-30ml
/products/70mg-muse-focus-energy-pouches-uk-made-20-pouches-buy-2-get-1-free,https://vapourism.myshopify.com/products/70mg-muse-focus-energy-pouches-uk-made-20-pouches-buy-2-get-1-free,https://www.vapourism.co.uk/products/70mg-muse-focus-energy-pouches-uk-made-20-pouches-buy-2-get-1-free
/products/aspire-gotek-x-pod-vape-kit-16w,https://vapourism.myshopify.com/products/aspire-gotek-x-pod-vape-kit-16w,https://www.vapourism.co.uk/products/aspire-gotek-x-pod-vape-kit-16w
/products/nectar-gold-vaporizer-concentrate-pad,https://vapourism.myshopify.com/products/nectar-gold-vaporizer-concentrate-pad,https://www.vapourism.co.uk/products/nectar-gold-vaporizer-concentrate-pad
/products/20mg-pyne-pod-pp6000-6-in-1-disposable-vape-pod-kit-3600-puffs,https://vapourism.myshopify.com/products/20mg-pyne-pod-pp6000-6-in-1-disposable-vape-pod-kit-3600-puffs,https://www.vapourism.co.uk/products/20mg-pyne-pod-pp6000-6-in-1-disposable-vape-pod-kit-3600-puffs
/products/0mg-ohm-boy-longfill-booster-kit-50vg-50pg,https://vapourism.myshopify.com/products/0mg-ohm-boy-longfill-booster-kit-50vg-50pg,https://www.vapourism.co.uk/products/0mg-ohm-boy-longfill-booster-kit-50vg-50pg
/products/2mg-ghost-by-vapes-bars-medium-nicotine-lozenges-20-lozenges,https://vapourism.myshopify.com/products/2mg-ghost-by-vapes-bars-medium-nicotine-lozenges-20-lozenges,https://www.vapourism.co.uk/products/2mg-ghost-by-vapes-bars-medium-nicotine-lozenges-20-lozenges
/products/voopoo-tpp-replacement-pods-2ml-no-coil-included,https://vapourism.myshopify.com/products/voopoo-tpp-replacement-pods-2ml-no-coil-included,https://www.vapourism.co.uk/products/voopoo-tpp-replacement-pods-2ml-no-coil-included
/products/the-beemine-lab-0-2-300mg-cbd-hani-140g,https://vapourism.myshopify.com/products/the-beemine-lab-0-2-300mg-cbd-hani-140g,https://www.vapourism.co.uk/products/the-beemine-lab-0-2-300mg-cbd-hani-140g
/products/6mg-slushie-by-liqua-vape-10ml-50vg-50pg,https://vapourism.myshopify.com/products/6mg-slushie-by-liqua-vape-10ml-50vg-50pg,https://www.vapourism.co.uk/products/6mg-slushie-by-liqua-vape-10ml-50vg-50pg
/products/10mg-pukka-juice-5000-10ml-nic-salt-50vg-50pg,https://vapourism.myshopify.com/products/10mg-pukka-juice-5000-10ml-nic-salt-50vg-50pg,https://www.vapourism.co.uk/products/10mg-pukka-juice-5000-10ml-nic-salt-50vg-50pg
/products/3mg-v4-vapour-freebase-e-liquid-10ml-50vg-50pg,https://vapourism.myshopify.com/products/3mg-v4-vapour-freebase-e-liquid-10ml-50vg-50pg,https://www.vapourism.co.uk/products/3mg-v4-vapour-freebase-e-liquid-10ml-50vg-50pg
/products/purple-dank-strain-profile-premium-terpenes-og-kush,https://vapourism.myshopify.com/products/purple-dank-strain-profile-premium-terpenes-og-kush,https://www.vapourism.co.uk/products/purple-dank-strain-profile-premium-terpenes-og-kush
/products/realest-cbd-4000mg-broad-spectrum-cbd-shatter-buy-1-get-1-free,https://vapourism.myshopify.com/products/realest-cbd-4000mg-broad-spectrum-cbd-shatter-buy-1-get-1-free,https://www.vapourism.co.uk/products/realest-cbd-4000mg-broad-spectrum-cbd-shatter-buy-1-get-1-free
/products/frooty-king-ice-100ml-shortfill-0mg-70vg-30pg,https://vapourism.myshopify.com/products/frooty-king-ice-100ml-shortfill-0mg-70vg-30pg,https://www.vapourism.co.uk/products/frooty-king-ice-100ml-shortfill-0mg-70vg-30pg
/products/uk-flavour-pure-terpenes-indica-5ml,https://vapourism.myshopify.com/products/uk-flavour-pure-terpenes-indica-5ml,https://www.vapourism.co.uk/products/uk-flavour-pure-terpenes-indica-5ml
/products/10mg-serendipity-by-wick-liquor-10ml-nic-salts-50vg-50pg,https://vapourism.myshopify.com/products/10mg-serendipity-by-wick-liquor-10ml-nic-salts-50vg-50pg,https://www.vapourism.co.uk/products/10mg-serendipity-by-wick-liquor-10ml-nic-salts-50vg-50pg
/products/20mg-signature-salts-by-signature-vapours-10ml-nic-salt-50vg-50pg-buy-1-get-1-free,https://vapourism.myshopify.com/products/20mg-signature-salts-by-signature-vapours-10ml-nic-salt-50vg-50pg-buy-1-get-1-free,https://www.vapourism.co.uk/products/20mg-signature-salts-by-signature-vapours-10ml-nic-salt-50vg-50pg-buy-1-get-1-free
/products/20mg-elfbar-dual-10k-prefilled-pod-pack-10000-puffs,https://vapourism.myshopify.com/products/20mg-elfbar-dual-10k-prefilled-pod-pack-10000-puffs,https://www.vapourism.co.uk/products/20mg-elfbar-dual-10k-prefilled-pod-pack-10000-puffs
/products/5mg-bar-series-desserts-10ml-nic-salts-50vg-50pg,https://vapourism.myshopify.com/products/5mg-bar-series-desserts-10ml-nic-salts-50vg-50pg,https://www.vapourism.co.uk/products/5mg-bar-series-desserts-10ml-nic-salts-50vg-50pg
/products/orange-county-cbd-1000mg-flavoured-tincture-oil-30ml,https://vapourism.myshopify.com/products/orange-county-cbd-1000mg-flavoured-tincture-oil-30ml,https://www.vapourism.co.uk/products/orange-county-cbd-1000mg-flavoured-tincture-oil-30ml
/products/20mg-zombie-blood-10ml-nic-salts-pack-of-5-50vg-50pg,https://vapourism.myshopify.com/products/20mg-zombie-blood-10ml-nic-salts-pack-of-5-50vg-50pg,https://www.vapourism.co.uk/products/20mg-zombie-blood-10ml-nic-salts-pack-of-5-50vg-50pg
/products/12mg-tens-50-50-10ml-50vg-50pg-full-box-pack-of-10,https://vapourism.myshopify.com/products/12mg-tens-50-50-10ml-50vg-50pg-full-box-pack-of-10,https://www.vapourism.co.uk/products/12mg-tens-50-50-10ml-50vg-50pg-full-box-pack-of-10
/products/smok-nord-50w-nord-replacement-pods-large,https://vapourism.myshopify.com/products/smok-nord-50w-nord-replacement-pods-large,https://www.vapourism.co.uk/products/smok-nord-50w-nord-replacement-pods-large
/products/kingston-chilly-willies-120ml-shortfill-0mg-50vg-50pg,https://vapourism.myshopify.com/products/kingston-chilly-willies-120ml-shortfill-0mg-50vg-50pg,https://www.vapourism.co.uk/products/kingston-chilly-willies-120ml-shortfill-0mg-50vg-50pg
/products/50mg-iceberg-extreme-nicotine-pouches-20-pouches,https://vapourism.myshopify.com/products/50mg-iceberg-extreme-nicotine-pouches-20-pouches,https://www.vapourism.co.uk/products/50mg-iceberg-extreme-nicotine-pouches-20-pouches
/products/9mg-crown-strong-nicotine-pouches-20-pouches,https://vapourism.myshopify.com/products/9mg-crown-strong-nicotine-pouches-20-pouches,https://www.vapourism.co.uk/products/9mg-crown-strong-nicotine-pouches-20-pouches
/products/realest-cbd-600mg-broad-spectrum-cbd-olive-oil-30ml-buy-1-get-1-free,https://vapourism.myshopify.com/products/realest-cbd-600mg-broad-spectrum-cbd-olive-oil-30ml-buy-1-get-1-free,https://www.vapourism.co.uk/products/realest-cbd-600mg-broad-spectrum-cbd-olive-oil-30ml-buy-1-get-1-free
/products/20mg-yeti-summit-series-10ml-nic-salts-50vg-50pg,https://vapourism.myshopify.com/products/20mg-yeti-summit-series-10ml-nic-salts-50vg-50pg,https://www.vapourism.co.uk/products/20mg-yeti-summit-series-10ml-nic-salts-50vg-50pg
/products/15mg-helwit-extra-strong-banana-nicotine-pouches-20-pouches,https://vapourism.myshopify.com/products/15mg-helwit-extra-strong-banana-nicotine-pouches-20-pouches,https://www.vapourism.co.uk/products/15mg-helwit-extra-strong-banana-nicotine-pouches-20-pouches
/products/mission-c-post-workout-500mg-cbd-oil-30ml,https://vapourism.myshopify.com/products/mission-c-post-workout-500mg-cbd-oil-30ml,https://www.vapourism.co.uk/products/mission-c-post-workout-500mg-cbd-oil-30ml
/products/0mg-refill-xl-30ml-longfill-50vg-50pg,https://vapourism.myshopify.com/products/0mg-refill-xl-30ml-longfill-50vg-50pg,https://www.vapourism.co.uk/products/0mg-refill-xl-30ml-longfill-50vg-50pg
/products/20mg-vaplay-golden-juice-10ml-nic-salt-50vg-50pg,https://vapourism.myshopify.com/products/20mg-vaplay-golden-juice-10ml-nic-salt-50vg-50pg,https://www.vapourism.co.uk/products/20mg-vaplay-golden-juice-10ml-nic-salt-50vg-50pg
/products/2-stick-easy-butter-maker,https://vapourism.myshopify.com/products/2-stick-easy-butter-maker,https://www.vapourism.co.uk/products/2-stick-easy-butter-maker
/products/short-dated-8mg-kelly-white-mini-medium-raspberry-lemon-nicotine-pouches-20-pouches,https://vapourism.myshopify.com/products/short-dated-8mg-kelly-white-mini-medium-raspberry-lemon-nicotine-pouches-20-pouches,https://www.vapourism.co.uk/products/short-dated-8mg-kelly-white-mini-medium-raspberry-lemon-nicotine-pouches-20-pouches
/products/aspire-flexus-blok-replacement-pod-2ml,https://vapourism.myshopify.com/products/aspire-flexus-blok-replacement-pod-2ml,https://www.vapourism.co.uk/products/aspire-flexus-blok-replacement-pod-2ml
/products/9mg-on-plus-strong-nicotine-pouches-20-pouches,https://vapourism.myshopify.com/products/9mg-on-plus-strong-nicotine-pouches-20-pouches,https://www.vapourism.co.uk/products/9mg-on-plus-strong-nicotine-pouches-20-pouches
/products/sensi-cbd-5000mg-cbd-broad-spectrum-tincture-oil-30ml-buy-1-get-1-free,https://vapourism.myshopify.com/products/sensi-cbd-5000mg-cbd-broad-spectrum-tincture-oil-30ml-buy-1-get-1-free,https://www.vapourism.co.uk/products/sensi-cbd-5000mg-cbd-broad-spectrum-tincture-oil-30ml-buy-1-get-1-free
/products/hydrovape-10-water-soluble-h4-cbd-extract-30ml,https://vapourism.myshopify.com/products/hydrovape-10-water-soluble-h4-cbd-extract-30ml,https://www.vapourism.co.uk/products/hydrovape-10-water-soluble-h4-cbd-extract-30ml
/products/jojo-verde-75mg-cbd-medium-self-tan-atomiser-200ml,https://vapourism.myshopify.com/products/jojo-verde-75mg-cbd-medium-self-tan-atomiser-200ml,https://www.vapourism.co.uk/products/jojo-verde-75mg-cbd-medium-self-tan-atomiser-200ml
/products/cokii-lux-refillable-pod-kit,https://vapourism.myshopify.com/products/cokii-lux-refillable-pod-kit,https://www.vapourism.co.uk/products/cokii-lux-refillable-pod-kit
/products/cali-crumble-90-broad-spectrum-cbd-crumble-1g,https://vapourism.myshopify.com/products/cali-crumble-90-broad-spectrum-cbd-crumble-1g,https://www.vapourism.co.uk/products/cali-crumble-90-broad-spectrum-cbd-crumble-1g
/products/0mg-imp-jar-x-zeus-bolt-50ml-shortfill-50vg-50pg,https://vapourism.myshopify.com/products/0mg-imp-jar-x-zeus-bolt-50ml-shortfill-50vg-50pg,https://www.vapourism.co.uk/products/0mg-imp-jar-x-zeus-bolt-50ml-shortfill-50vg-50pg
/products/realest-cbd-3000mg-broad-spectrum-cbd-shatter-buy-1-get-1-free,https://vapourism.myshopify.com/products/realest-cbd-3000mg-broad-spectrum-cbd-shatter-buy-1-get-1-free,https://www.vapourism.co.uk/products/realest-cbd-3000mg-broad-spectrum-cbd-shatter-buy-1-get-1-free
/products/reakiro-450mg-full-spectrum-cbd-soft-gel-capsules-30-caps-buy-1-get-1-free,https://vapourism.myshopify.com/products/reakiro-450mg-full-spectrum-cbd-soft-gel-capsules-30-caps-buy-1-get-1-free,https://www.vapourism.co.uk/products/reakiro-450mg-full-spectrum-cbd-soft-gel-capsules-30-caps-buy-1-get-1-free
/products/28mg-kingston-nicotine-pouches-20-pouches,https://vapourism.myshopify.com/products/28mg-kingston-nicotine-pouches-20-pouches,https://www.vapourism.co.uk/products/28mg-kingston-nicotine-pouches-20-pouches
/products/0mg-ruthless-120ml-shortfill-70vg-30pg,https://vapourism.myshopify.com/products/0mg-ruthless-120ml-shortfill-70vg-30pg,https://www.vapourism.co.uk/products/0mg-ruthless-120ml-shortfill-70vg-30pg
/products/10mg-aisu-by-zap-bar-salt-10ml-nic-salts-50vg-50pg,https://vapourism.myshopify.com/products/10mg-aisu-by-zap-bar-salt-10ml-nic-salts-50vg-50pg,https://www.vapourism.co.uk/products/10mg-aisu-by-zap-bar-salt-10ml-nic-salts-50vg-50pg
/products/why-so-cbd-1200mg-broad-spectrum-cbd-vegan-capsules-30-caps,https://vapourism.myshopify.com/products/why-so-cbd-1200mg-broad-spectrum-cbd-vegan-capsules-30-caps,https://www.vapourism.co.uk/products/why-so-cbd-1200mg-broad-spectrum-cbd-vegan-capsules-30-caps
/products/the-unusual-tea-company-3-cbd-hemp-tea-japanese-cherry-40g,https://vapourism.myshopify.com/products/the-unusual-tea-company-3-cbd-hemp-tea-japanese-cherry-40g,https://www.vapourism.co.uk/products/the-unusual-tea-company-3-cbd-hemp-tea-japanese-cherry-40g
/products/voopoo-ito-replacement-pod-cartridge-0-7%CF%89-1-0%CF%89-2ml,https://vapourism.myshopify.com/products/voopoo-ito-replacement-pod-cartridge-0-7%CF%89-1-0%CF%89-2ml,https://www.vapourism.co.uk/products/voopoo-ito-replacement-pod-cartridge-0-7%CF%89-1-0%CF%89-2ml
/products/4mg-gilo-nicotine-pouches-orange-bubblegum-ice-20-pouches-buy-1-get-1-free,https://vapourism.myshopify.com/products/4mg-gilo-nicotine-pouches-orange-bubblegum-ice-20-pouches-buy-1-get-1-free,https://www.vapourism.co.uk/products/4mg-gilo-nicotine-pouches-orange-bubblegum-ice-20-pouches-buy-1-get-1-free
/products/vita-canna-1000mg-broad-spectrum-functional-cbd-vegan-capsules-50-caps-buy-1-get-1-free,https://vapourism.myshopify.com/products/vita-canna-1000mg-broad-spectrum-functional-cbd-vegan-capsules-50-caps-buy-1-get-1-free,https://www.vapourism.co.uk/products/vita-canna-1000mg-broad-spectrum-functional-cbd-vegan-capsules-50-caps-buy-1-get-1-free
/products/just-cbd-250mg-full-spectrum-tincture-30ml,https://vapourism.myshopify.com/products/just-cbd-250mg-full-spectrum-tincture-30ml,https://www.vapourism.co.uk/products/just-cbd-250mg-full-spectrum-tincture-30ml
/products/10mg-dr-vapes-pink-frozen-10ml-nic-salt-50vg-50pg,https://vapourism.myshopify.com/products/10mg-dr-vapes-pink-frozen-10ml-nic-salt-50vg-50pg,https://www.vapourism.co.uk/products/10mg-dr-vapes-pink-frozen-10ml-nic-salt-50vg-50pg
/products/sensi-cbd-2500mg-cbd-broad-spectrum-tincture-oil-30ml-buy-1-get-1-free,https://vapourism.myshopify.com/products/sensi-cbd-2500mg-cbd-broad-spectrum-tincture-oil-30ml-buy-1-get-1-free,https://www.vapourism.co.uk/products/sensi-cbd-2500mg-cbd-broad-spectrum-tincture-oil-30ml-buy-1-get-1-free
/products/9mg-mi3-by-airscream-nicotine-pouches-20-pouches,https://vapourism.myshopify.com/products/9mg-mi3-by-airscream-nicotine-pouches-20-pouches,https://www.vapourism.co.uk/products/9mg-mi3-by-airscream-nicotine-pouches-20-pouches
/products/10mg-pod-salt-nexus-10ml-nic-salt-50vg-50pg,https://vapourism.myshopify.com/products/10mg-pod-salt-nexus-10ml-nic-salt-50vg-50pg,https://www.vapourism.co.uk/products/10mg-pod-salt-nexus-10ml-nic-salt-50vg-50pg
/products/20mg-ohm-brew-double-brew-originals-10ml,https://vapourism.myshopify.com/products/20mg-ohm-brew-double-brew-originals-10ml,https://www.vapourism.co.uk/products/20mg-ohm-brew-double-brew-originals-10ml
/products/5mg-just-juice-bar-below-zero-10ml-nic-salt-40vg-60pg,https://vapourism.myshopify.com/products/5mg-just-juice-bar-below-zero-10ml-nic-salt-40vg-60pg,https://www.vapourism.co.uk/products/5mg-just-juice-bar-below-zero-10ml-nic-salt-40vg-60pg
/products/geekvape-sonder-q-2-pod-system-kit-30w,https://vapourism.myshopify.com/products/geekvape-sonder-q-2-pod-system-kit-30w,https://www.vapourism.co.uk/products/geekvape-sonder-q-2-pod-system-kit-30w
/products/nectar-gold-vaporizer-replacement-ceramic-holder-filter,https://vapourism.myshopify.com/products/nectar-gold-vaporizer-replacement-ceramic-holder-filter,https://www.vapourism.co.uk/products/nectar-gold-vaporizer-replacement-ceramic-holder-filter
/products/10mg-bar-series-desserts-10ml-nic-salts-50vg-50pg,https://vapourism.myshopify.com/products/10mg-bar-series-desserts-10ml-nic-salts-50vg-50pg,https://www.vapourism.co.uk/products/10mg-bar-series-desserts-10ml-nic-salts-50vg-50pg
/products/8mg-77-slim-light-nicotine-pouches-20-pouches,https://vapourism.myshopify.com/products/8mg-77-slim-light-nicotine-pouches-20-pouches,https://www.vapourism.co.uk/products/8mg-77-slim-light-nicotine-pouches-20-pouches
/products/orange-county-30000mg-pet-calming-hemp-seed-oil-30ml,https://vapourism.myshopify.com/products/orange-county-30000mg-pet-calming-hemp-seed-oil-30ml,https://www.vapourism.co.uk/products/orange-county-30000mg-pet-calming-hemp-seed-oil-30ml
/products/billionaire-juice-platinum-edition-50ml-shortfill-0mg-70vg-30pg,https://vapourism.myshopify.com/products/billionaire-juice-platinum-edition-50ml-shortfill-0mg-70vg-30pg,https://www.vapourism.co.uk/products/billionaire-juice-platinum-edition-50ml-shortfill-0mg-70vg-30pg
/products/cbd-asylum-2000mg-cbd-100ml-muscle-rub-balm-buy-1-get-2-free,https://vapourism.myshopify.com/products/cbd-asylum-2000mg-cbd-100ml-muscle-rub-balm-buy-1-get-2-free,https://www.vapourism.co.uk/products/cbd-asylum-2000mg-cbd-100ml-muscle-rub-balm-buy-1-get-2-free
/products/vaporesso-luxe-x2-pod-vape-kit-40w,https://vapourism.myshopify.com/products/vaporesso-luxe-x2-pod-vape-kit-40w,https://www.vapourism.co.uk/products/vaporesso-luxe-x2-pod-vape-kit-40w
/products/cbd-by-british-cannabis-300mg-cbd-oral-capsules-30-caps-boost,https://vapourism.myshopify.com/products/cbd-by-british-cannabis-300mg-cbd-oral-capsules-30-caps-boost,https://www.vapourism.co.uk/products/cbd-by-british-cannabis-300mg-cbd-oral-capsules-30-caps-boost
/products/nectar-peppermint-5-500mg-full-spectrum-cbd-oil-10ml,https://vapourism.myshopify.com/products/nectar-peppermint-5-500mg-full-spectrum-cbd-oil-10ml,https://www.vapourism.co.uk/products/nectar-peppermint-5-500mg-full-spectrum-cbd-oil-10ml
/products/cocktail-cbdreams-10000mg-cbd-e-liquid-120ml-70pg-30vg,https://vapourism.myshopify.com/products/cocktail-cbdreams-10000mg-cbd-e-liquid-120ml-70pg-30vg,https://www.vapourism.co.uk/products/cocktail-cbdreams-10000mg-cbd-e-liquid-120ml-70pg-30vg
/products/12mg-ezee-pod-menthol-replacement-prefilled-pods-2ml-1200-puffs-2-pcs,https://vapourism.myshopify.com/products/12mg-ezee-pod-menthol-replacement-prefilled-pods-2ml-1200-puffs-2-pcs,https://www.vapourism.co.uk/products/12mg-ezee-pod-menthol-replacement-prefilled-pods-2ml-1200-puffs-2-pcs
/products/6mg-v4-vapour-freebase-e-liquid-10ml-50vg-50pg,https://vapourism.myshopify.com/products/6mg-v4-vapour-freebase-e-liquid-10ml-50vg-50pg,https://www.vapourism.co.uk/products/6mg-v4-vapour-freebase-e-liquid-10ml-50vg-50pg
/products/realest-cbd-1000mg-broad-spectrum-cbd-10ml-olive-oil-buy-1-get-1-free,https://vapourism.myshopify.com/products/realest-cbd-1000mg-broad-spectrum-cbd-10ml-olive-oil-buy-1-get-1-free,https://www.vapourism.co.uk/products/realest-cbd-1000mg-broad-spectrum-cbd-10ml-olive-oil-buy-1-get-1-free
/products/energy-king-100ml-shortfill-0mg-70vg-30pg,https://vapourism.myshopify.com/products/energy-king-100ml-shortfill-0mg-70vg-30pg,https://www.vapourism.co.uk/products/energy-king-100ml-shortfill-0mg-70vg-30pg
/products/10mg-ivg-pro-12-refill-pods-10000-puffs,https://vapourism.myshopify.com/products/10mg-ivg-pro-12-refill-pods-10000-puffs,https://www.vapourism.co.uk/products/10mg-ivg-pro-12-refill-pods-10000-puffs
/products/purple-dabz-by-purple-dank-1000mg-cbd-crumble-og-kush-buy-1-get-1-free,https://vapourism.myshopify.com/products/purple-dabz-by-purple-dank-1000mg-cbd-crumble-og-kush-buy-1-get-1-free,https://www.vapourism.co.uk/products/purple-dabz-by-purple-dank-1000mg-cbd-crumble-og-kush-buy-1-get-1-free
/products/20mg-flfi-crystal-disposable-pod-kit-600-puff,https://vapourism.myshopify.com/products/20mg-flfi-crystal-disposable-pod-kit-600-puff,https://www.vapourism.co.uk/products/20mg-flfi-crystal-disposable-pod-kit-600-puff
/products/tank-fuel-bar-edition-60ml-saltfill-0mg-50vg-50pg,https://vapourism.myshopify.com/products/tank-fuel-bar-edition-60ml-saltfill-0mg-50vg-50pg,https://www.vapourism.co.uk/products/tank-fuel-bar-edition-60ml-saltfill-0mg-50vg-50pg
/products/slushie-limited-edition-50ml-shortfill-0mg-70vg-30pg,https://vapourism.myshopify.com/products/slushie-limited-edition-50ml-shortfill-0mg-70vg-30pg,https://www.vapourism.co.uk/products/slushie-limited-edition-50ml-shortfill-0mg-70vg-30pg
/products/breaking-cbd-3000mg-cbd-e-liquid-120ml-50vg-50pg,https://vapourism.myshopify.com/products/breaking-cbd-3000mg-cbd-e-liquid-120ml-50vg-50pg,https://www.vapourism.co.uk/products/breaking-cbd-3000mg-cbd-e-liquid-120ml-50vg-50pg
/products/elf-bar-af5500-prefilled-pod-vape-kit,https://vapourism.myshopify.com/products/elf-bar-af5500-prefilled-pod-vape-kit,https://www.vapourism.co.uk/products/elf-bar-af5500-prefilled-pod-vape-kit
/products/voopoo-vinci-mesh-replacement-pods-2ml,https://vapourism.myshopify.com/products/voopoo-vinci-mesh-replacement-pods-2ml,https://www.vapourism.co.uk/products/voopoo-vinci-mesh-replacement-pods-2ml
/products/60ml-torpedo-empty-shortfill-bottle,https://vapourism.myshopify.com/products/60ml-torpedo-empty-shortfill-bottle,https://www.vapourism.co.uk/products/60ml-torpedo-empty-shortfill-bottle
/products/voopoo-pnp-tw15-replacement-mesh-coil-0-15%CF%89,https://vapourism.myshopify.com/products/voopoo-pnp-tw15-replacement-mesh-coil-0-15%CF%89,https://www.vapourism.co.uk/products/voopoo-pnp-tw15-replacement-mesh-coil-0-15%CF%89
/products/voopoo-mesh-coil-for-vinci-kit-pnp-vm1-vm3-vm4-vm5-vm6,https://vapourism.myshopify.com/products/voopoo-mesh-coil-for-vinci-kit-pnp-vm1-vm3-vm4-vm5-vm6,https://www.vapourism.co.uk/products/voopoo-mesh-coil-for-vinci-kit-pnp-vm1-vm3-vm4-vm5-vm6
/products/5mg-clew-nicotine-pouches-20-pouches,https://vapourism.myshopify.com/products/5mg-clew-nicotine-pouches-20-pouches,https://www.vapourism.co.uk/products/5mg-clew-nicotine-pouches-20-pouches
/products/smok-nord-c-replacement-pods-3pcs-large-no-coils-included,https://vapourism.myshopify.com/products/smok-nord-c-replacement-pods-3pcs-large-no-coils-included,https://www.vapourism.co.uk/products/smok-nord-c-replacement-pods-3pcs-large-no-coils-included
/products/aspire-veynom-ex-100w-kit,https://vapourism.myshopify.com/products/aspire-veynom-ex-100w-kit,https://www.vapourism.co.uk/products/aspire-veynom-ex-100w-kit
/products/0mg-fantasi-100ml-ice-remix-series-50vg-50pg,https://vapourism.myshopify.com/products/0mg-fantasi-100ml-ice-remix-series-50vg-50pg,https://www.vapourism.co.uk/products/0mg-fantasi-100ml-ice-remix-series-50vg-50pg
/products/purity-1200mg-full-spectrum-high-potency-cbd-capsules-60-caps,https://vapourism.myshopify.com/products/purity-1200mg-full-spectrum-high-potency-cbd-capsules-60-caps,https://www.vapourism.co.uk/products/purity-1200mg-full-spectrum-high-potency-cbd-capsules-60-caps
/products/cbd-by-british-cannabis-250mg-cbd-raw-cannabis-oil-drops-10ml,https://vapourism.myshopify.com/products/cbd-by-british-cannabis-250mg-cbd-raw-cannabis-oil-drops-10ml,https://www.vapourism.co.uk/products/cbd-by-british-cannabis-250mg-cbd-raw-cannabis-oil-drops-10ml
/products/0mg-fantasi-ice-remix-100ml-shortfill-e-liquid-70vg-30pg,https://vapourism.myshopify.com/products/0mg-fantasi-ice-remix-100ml-shortfill-e-liquid-70vg-30pg,https://www.vapourism.co.uk/products/0mg-fantasi-ice-remix-100ml-shortfill-e-liquid-70vg-30pg
/products/geekvape-g-coil-st-for-wenax-aegis-pod-kit-ka1-1-2-mesh-0-6,https://vapourism.myshopify.com/products/geekvape-g-coil-st-for-wenax-aegis-pod-kit-ka1-1-2-mesh-0-6,https://www.vapourism.co.uk/products/geekvape-g-coil-st-for-wenax-aegis-pod-kit-ka1-1-2-mesh-0-6
/products/0mg-au-gold-by-kingston-100ml-shortfill-e-liquid-70vg-30pg,https://vapourism.myshopify.com/products/0mg-au-gold-by-kingston-100ml-shortfill-e-liquid-70vg-30pg,https://www.vapourism.co.uk/products/0mg-au-gold-by-kingston-100ml-shortfill-e-liquid-70vg-30pg
/products/dk-ice-100ml-shortfill-0mg-70vg-30pg,https://vapourism.myshopify.com/products/dk-ice-100ml-shortfill-0mg-70vg-30pg,https://www.vapourism.co.uk/products/dk-ice-100ml-shortfill-0mg-70vg-30pg
/products/smoant-pasito-mini-replacement-pod-cartridge-3-5ml,https://vapourism.myshopify.com/products/smoant-pasito-mini-replacement-pod-cartridge-3-5ml,https://www.vapourism.co.uk/products/smoant-pasito-mini-replacement-pod-cartridge-3-5ml
